job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency,posted_date,deadline,job_description
"(Middle, Senior) BackEnd Engineer ( Java , Go) - Khối Công Nghệ Thông Tin (HOLT.11)","Backend Developer, IT - Phần mềm, Ngân hàng, Tài chính",,Hà Nội,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,onsite,,,,3/10/2026,10/4/2026,"Phát triển, trực tiếp lập trình các hệ thống, ứng dụng của Ngân hàng, gồm các hệ thống nội bộ và ứng dụng dành cho khách hàng với quy mô 30 triệu khách hàng cá nhân và  300.000 khách hàng doanh nghiệp.
Phát triển hoặc phối hợp triển khai cùng các nhà cung cấp cho các giải pháp Công nghệ.
Quản lý, phát triển dịch vụ tích hợp với các hệ thống lõi của ngân hàng.
Quản lý, phát triển API trên API Gateway phục vụ tích hợp với các đối tác trong nước và quốc tế.
Tham gia nghiên cứu, thử nghiệm, triển khai áp dụng các xu hướng công nghệ mới vào việc phát triển: GraphQL, Docker Container (K8s), CICD, EventSourcing, CQRS, NoSQL ...
Lên timeline công việc, quản lý tasks cho các thành viên trong nhóm, giám sát và hỗ trợ các thành viên hoàn thành đúng cam kết."
IOS Developer,"Mobile Developer, IT - Phần mềm",3,Hồ Chí Minh,CÔNG TY TNHH THINKWARE VIỆT NAM,onsite,,,,3/9/2026,5/4/2026,"Phát triển mới và maintain các ứng dụng di động hiện tại.
Thu thập các thông tin phản hồi từ team QA/User, căn cứ vào yêu cầu cụ thể đề xuất giải pháp.
Khắc phục sự cố và fix lỗi để tối ưu hóa hiệu suất ứng dụng di động.
Hoàn thành sản phẩm đúng với thời hạn trong kế hoạch."
Intern Golang ( Backend ),Backend Developer,,Hà Nội,Công ty TNHH SETA international Việt Nam,onsite,,,,3/10/2026,9/4/2026,"Training fee: free 100%
Expected kick-off: 17/7/2025
Duration: 2 hours per lesson
By joining the training course, trainees will learn about:
Overview of Go & NodeJS
API Development (NodeJS / Go)
Database & Caching
Message Queue & Dockers
Case Studies & Common Challenges
Practice Exercises
Project Management
You will be mentored directly by senior Backend engineers and high-level managers of SETA International."
"Intern Developer ( C Sharp ,.Net) - Fulltime","Software Engineer, IT - Phần mềm",,Hà Nội,CTCP Phần mềm SOFTMART,onsite,2000000,4000000,VND,3/12/2026,12/4/2026,"- Tham gia phát triển các sản phẩm trên nền web, mobile trong lĩnh vực tài chính, ngân hàng sử dụng một trong các ngôn ngữ C sharp ,Net Core, ASP.NET, React JS, javascript, HTML5...
- Sử dụng cơ sở dữ liệu MS SQL, Oracle
- Tham gia trực tiếp vào việc phân tích, thiết kế hệ thống.
- Xây dựng những giải pháp lớn trong lĩnh vực tài chính, Ngân hàng"
Fullstack Developer ( Nodejs ),Fullstack Developer,3,Hồ Chí Minh,CÔNG TY TNHH ATHENA AI,onsite,,,,3/10/2026,9/4/2026,"•    Front-end Development: Leverage modern front-end technologies (HTML, CSS, JavaScript, Angular) to design and implement intuitive and responsive user interfaces that ensure an exceptional user experience..
•    Back-end Development: Design, develop, and maintain server-side applications using Node.js and the NestJS framework, focusing on performance, scalability, and code maintainability.
•    Database Management: Work with SQL databases (MySQL, PostgreSQL) and NoSQL databases (MongoDB, Elasticsearch) to design and optimize data storage systems.
•    Optimization & Security: Follow best practices in security and performance optimization throughout the development lifecycle to ensure robust, secure, and high-performing applications.
•    Version Control & Collaboration: Use Git and GitLab for source code management and collaborate effectively with cross-functional teams to ensure smooth development and deployment processes.
•    Testing & Maintenance: Write unit tests and develop automated scripts to maintain software quality, conducting regular performance reviews and troubleshooting to resolve issues quickly.
•    Cross-Team Collaboration: Work closely with UI/UX designers, project managers, and other engineers to build innovative and high-quality products"
Java Developer - Middle/ Senior - Từ 2 Năm Kinh Nghiệm - Upto 30 Triệu (Gross) - Cầu Giấy / Đống Đa,"Backend Developer, IT - Phần mềm",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALADIN,onsite,18000000,30000000,VND,3/9/2026,9/4/2026,"Tham gia phát triển, nâng cấp và bảo trì các hệ thống backend sử dụng Java
Phân tích yêu cầu kỹ thuật, phối hợp với BA/PM để làm rõ yêu cầu
Thiết kế và phát triển các chức năng theo tài liệu nghiệp vụ & technical design
Viết code đảm bảo chất lượng, dễ maintain, tuân thủ coding convention
Tham gia review code, fix bug, cải thiện hiệu năng hệ thống
Phối hợp với team QC trong quá trình test và xử lý issue
Tham gia triển khai, hỗ trợ vận hành và bảo trì hệ thống sau release
Đối với level cao hơn: có thể tham gia đề xuất giải pháp kỹ thuật, hỗ trợ member junior"
Android Developer Onsite Số 1 Giang Văn Minh (Lương 25- 30 Triệu),"Mobile Developer, IT - Phần mềm",5,Hà Nội,CÔNG TY CỔ PHẦN TECHASIANS,onsite,25000000,30000000,VND,3/2/2026,5/4/2026,"• Phát triển các sản phẩm của công ty và khách hàng trên nền tảng Android
• Tìm hiểu, nghiên cứu các công nghệ mới theo định hướng phát triển của công ty
• Làm việc dưới sự phân công của leader/PM"
"Kỹ Sư Lập Trình C/ C++/C# [ Hà Nội ] - Thu Nhập Cạnh Tranh, Từ 1 Năm Kinh Nghiệm","Backend Developer, IT - Phần mềm, IT - Phần cứng và máy tính",1,Hà Nội,Công ty cổ phần phần mềm nhúng NATA,onsite,,,,3/9/2026,5/4/2026,"Phát triển các ứng dụng CAD/CAM, quản lý process: hệ thống mô phỏng các hình thái địa chất và môi trường, phần mềm bản vẽ kiến trúc xây dựng, ứng dụng quản lý và phân tích quy trình sản xuất, ...
Tham gia vào các công việc từ phân tích hệ thống, lựa chọn giải pháp đến phát triển, kiểm thử và triển khai hệ thống phần mềm
Tiếp cận, nghiên cứu, ứng dụng các nền tảng công nghệ mới, hiện đại
Xây dựng tài liệu báo cáo, quản lý dự án"
Thực Tập Mobile App Developer,"Mobile Developer, IT - Phần mềm",,Hồ Chí Minh,Công Ty TNHH QuestX,onsite,,,,3/12/2026,12/4/2026,"Tham gia xây dựng và tối ưu hóa các ứng dụng mobile hiện đại, tập trung vào trải nghiệm người dùng mượt mà và tích hợp hệ thống. Chúng tôi đang tìm kiếm ứng viên đam mê công nghệ, sáng tạo và sẵn sàng đóng góp vào các dự án lớn. Được tiếp cận nhiều quy trình nghiệp vụ phần mềm: đa dạng, linh hoạt.
Lập trình Mobile app iOS/Android:
Phần mềm quản lý bán hàng FnB, bán lẻ (Retail)...
Phần mềm CRM, quản lý công việc
Các phần mềm theo nghiệp vụ/ quy trình tối ưu của doanh nghiệp
Phát triển ứng dụng di động cho các nền tảng trên iOS và Android.
Xây dựng giao diện người dùng (UI/UX) mượt mà, tối ưu hóa trải nghiệm người dùng trên các thiết bị di động.
Phối hợp với Backend Developer và Blockchain Developer để đảm bảo ứng dụng hoạt động ổn định và tích hợp liền mạch.
Đảm bảo ứng dụng tương thích với nhiều thiết bị và hệ điều hành khác nhau."
DEV Nodejs - Fullstack,"Fullstack Developer, IT - Phần mềm",1,Hà Nội,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ VIK SOLUTION,onsite,,,,3/11/2026,30/06/2026,"Xây dựng các dự án theo yêu cầu từ công ty về ERP, CRM, Chatbot, Ecom...
Chịu trách nhiệm bảo trì và sự ổn định của hệ thống.
Báo cáo công việc hàng ngày cho quản lý dự án.
Phối hợp với các bộ phận liên quan, đặc biệt là các bộ phận ở chi nhánh khác"
Full-Stack Engineer (Automation Tools),"Fullstack Developer, IT - Phần mềm, Game",2,Hà Nội,CÔNG TY CỔ PHẦN IKAME GLOBAL,onsite,,,,3/9/2026,5/4/2026,"Về Business Solution Team
Team
Business Solution (BS)
thuộc Technology, chịu trách nhiệm xây dựng các giải pháp tự động hóa end-to-end phục vụ Marketing, Monetization, QA và vận hành sản phẩm. Chúng mình đang tìm kiếm một Fullstack Engineer đam mê tự động hóa, biết tận dụng AI như công cụ để tăng tốc công việc — cùng hiện thực hóa tầm nhìn ""Automate Everything"".
Mô tả công việc
1. Fullstack Development for Automation
(trọng tâm chính)
Phát triển
web application & internal tools
end-to-end (frontend + backend + API) phục vụ tự động hóa quy trình nghiệp vụ cho các team Marketing, Product, QA.
Xây dựng
backend services
với TypeScript/Node.js hoặc Python: REST API, background jobs, task scheduling (Celery, cron jobs) và event-driven workflow.
Phát triển
frontend dashboard & self-service UI
(React/Next.js) để các team nghiệp vụ tự vận hành mà không cần can thiệp kỹ thuật.
Thiết kế database schema, quản lý dữ liệu với
PostgreSQL/MongoDB
và đảm bảo hiệu năng hệ thống.
2. Ứng dụng AI để tăng năng suất
Sử dụng
AI/LLM
(ChatGPT, Claude, Copilot…) như công cụ hỗ trợ hàng ngày: viết code nhanh hơn, debug hiệu quả hơn, tạo documentation tự động.
Chủ động đề xuất ứng dụng AI vào workflow hiện tại nhằm
giảm thao tác thủ công và tăng tốc quy trình
.
3. Integration & Workflow Orchestration
Tích hợp
Ads Platform API
(Meta Marketing API, Google Ads API, Apple Search Ads API) và các third-party API phục vụ tự động hóa campaign UA.
Phát triển
hệ thống Bot Alert & Warning
— cảnh báo bất thường qua Slack bot / Telegram bot / webhook.
Kết nối các hệ thống nội bộ thành
luồng automation xuyên suốt
, giảm ≥60% thời gian vận hành thủ công.
4. Continuous Improvement
Đóng gói workflow thành
self-service tool
cho các team nghiệp vụ sử dụng.
Đúc kết tài liệu kỹ thuật, thu thập phản hồi và đóng góp ý tưởng cải tiến liên tục."
"Senior .Net Developer (C#, Lĩnh Vực Bank /Fintech/Ví Thanh Toán)",Backend Developer,,Hà Nội,CÔNG TY CỔ PHẦN LYNKID,onsite,,,,3/10/2026,10/4/2026,"Mục tiêu vị trí
Thiết kế & phát triển hệ thống backend hiệu suất cao, ổn định, dễ mở rộng.
Đảm bảo chất lượng API, bảo mật dữ liệu và vận hành hệ thống mượt mà.
Phối hợp chặt chẽ với Frontend, DevOps, QA, Product để tối ưu trải nghiệm end-to-end.
Nhiệm vụ chính
1) Phát triển hệ thống Backend
Xây dựng ứng dụng backend bằng ASP.NET Core: hiệu suất – bảo mật – mở rộng.
Thiết kế kiến trúc phù hợp (Microservices / Monolith / Serverless).
Tích hợp API, hệ thống thanh toán, xác thực, đối tác bên thứ 3.
2) Phát triển & tối ưu API
Xây dựng RESTful / GraphQL API chất lượng cao.
Tối ưu xử lý concurrent requests, giảm độ trễ.
Document API rõ ràng bằng Swagger/OpenAPI.
3) Quản lý cơ sở dữ liệu
Thiết kế DB (SQL Server/PostgreSQL/MySQL), tối ưu truy vấn.
Sử dụng Entity Framework Core hiệu quả.
Theo dõi, xử lý vấn đề liên quan đến hiệu năng DB.
4) Đảm bảo chất lượng mã nguồn
Code review, clean code, tuân thủ coding standard.
Viết unit test & integration test.
Phối hợp QA kiểm thử & xử lý lỗi.
5) Triển khai & vận hành
Làm việc với DevOps, triển khai qua CI/CD, Docker, Linux.
Giám sát hệ thống (App Insights, New Relic, Grafana...).
Đảm bảo uptime & khả năng phục hồi hệ thống.
6) Nghiên cứu & cải tiến
Đề xuất công nghệ mới của .NET Core, gRPC, SignalR.
Thử nghiệm công nghệ & tối ưu sản phẩm.
7) Hỗ trợ & mentor team
Hướng dẫn team về .NET Core, EF Core, best practices.
Hỗ trợ xử lý các vấn đề kỹ thuật phức tạp."
Lập Trình Viên Fresher ( Tiếng Nhật ),"Software Engineer, IT - Phần mềm",,Hà Nội,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN,onsite,15000000,15000000,VND,3/9/2026,6/4/2026,"Tham gia các dự án của công ty theo sự hướng dẫn của quản lý
Phát triển phần mềm theo tài liệu được cung cấp.
Báo cáo tiến độ, chủ động đưa phương án xử lý khi gặp vấn đề & báo cáo với quản lý trực tiếp.
Tìm hiểu công nghệ mới để hỗ trợ dự án nếu cần."
Fresher Ios Developer,"Software Engineer, IT - Phần mềm",1,Hà Nội,CÔNG TY TNHH DKTECH GLOBAL,onsite,8000000,12000000,VND,3/9/2026,30/04/2026,"Tham gia phân tích, thiết kế luồng phát triển của ứng dụng di động trên nền tảng IOS
Đánh giá, phân tích, nâng cấp và tối ưu mã nguồn trong quá trình phát triển.
Tham gia đưa ra những ý tưởng, giải pháp mới cải thiện công việc cũng như góp phần tăng doanh thu cho công ty."
